iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
HT,22,973,6761,ssh,TRUE,shell,332,Haiti,Latin America and the Caribbean,Caribbean,HTI,332,263,HTI,Americas
US,23,3175010,41110769,telnet,FALSE,shell,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
MY,23,29298,226639,telnet,FALSE,shell,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
MP,23,275,724,telnet,FALSE,shell,580,Northern Mariana Islands,Oceania,Micronesia,MNP,580,NA,MNP,Oceania
PK,23,30432,213305,telnet,FALSE,shell,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
IR,23,94925,2087137,telnet,FALSE,shell,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
PL,23,121080,1461490,telnet,FALSE,shell,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
AZ,23,4907,31527,telnet,FALSE,shell,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
QA,23,11793,40574,telnet,FALSE,shell,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
SV,23,8009,300921,telnet,FALSE,shell,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
SG,23,43591,602239,telnet,FALSE,shell,702,Singapore,Asia,South-Eastern Asia,SGP,702,576,SGP,Asia
IQ,23,4895,52432,telnet,FALSE,shell,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
EE,23,2665,66660,telnet,FALSE,shell,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
UG,23,2006,5677,telnet,FALSE,shell,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
CV,23,175,1218,telnet,FALSE,shell,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
ME,23,1344,22690,telnet,FALSE,shell,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
OM,23,2576,315556,telnet,FALSE,shell,512,Oman,Asia,Western Asia,OMN,512,449,OMN,Asia
BB,23,1528,5390,telnet,FALSE,shell,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
PG,23,682,2868,telnet,FALSE,shell,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
RE,23,1421,27030,telnet,FALSE,shell,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
NI,23,4313,21281,telnet,FALSE,shell,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
UY,23,4773,42363,telnet,FALSE,shell,858,Uruguay,Latin America and the Caribbean,South America,URY,858,298,URY,Americas
TV,23,7,168,telnet,FALSE,shell,798,Tuvalu,Oceania,Polynesia,TUV,798,NA,TUV,Oceania
MF,23,22,284,telnet,FALSE,shell,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
SX,23,113,2494,telnet,FALSE,shell,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
PM,23,14,282,telnet,FALSE,shell,666,Saint Pierre and Miquelon,Latin America and the Caribbean,Northern America,SPM,666,363,SPM,Americas
TH,25,143382,1475645,smtp,FALSE,mail,764,Thailand,Asia,South-Eastern Asia,THA,764,578,THA,Asia
IN,25,150899,1895340,smtp,FALSE,mail,356,India,Asia,Southern Asia,IND,356,534,IND,Asia
PH,25,9875,146294,smtp,FALSE,mail,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
NZ,25,26004,499611,smtp,FALSE,mail,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
CH,25,93830,444924,smtp,FALSE,mail,756,Switzerland,Europe,Western Europe,CHE,756,146,CHE,Europe
FR,25,440685,2358135,smtp,FALSE,mail,250,France,Europe,Western Europe,FRA,250,132,FRA,Europe
RS,25,5581,106693,smtp,FALSE,mail,688,Serbia,Europe,Southern Europe,SRB,688,942,SRB,Europe
FI,25,14455,230381,smtp,FALSE,mail,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
AM,25,778,59069,smtp,FALSE,mail,51,Armenia,Asia,Western Asia,ARM,51,911,ARM,Asia
EU,25,6927,568221,smtp,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,25,23650,623661,smtp,FALSE,mail,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
NP,25,746,29262,smtp,FALSE,mail,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
BB,25,293,5390,smtp,FALSE,mail,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
IM,25,487,6513,smtp,FALSE,mail,833,Isle of Man,Europe,Northern Europe,IMN,833,NA,IMY,Europe
SY,25,140,121688,smtp,FALSE,mail,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
MZ,25,568,7147,smtp,FALSE,mail,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
PE,25,6881,146332,smtp,FALSE,mail,604,Peru,Latin America and the Caribbean,South America,PER,604,293,PER,Americas
AD,25,2199,4775,smtp,FALSE,mail,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
GU,25,122,18699,smtp,FALSE,mail,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
YT,25,17,324,smtp,FALSE,mail,175,Mayotte,Africa,Eastern Africa,MYT,175,NA,MYT,Africa
ER,25,12,272,smtp,FALSE,mail,232,Eritrea,Africa,Eastern Africa,ERI,232,643,ERI,Africa
TO,25,69,375,smtp,FALSE,mail,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
SB,25,33,671,smtp,FALSE,mail,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
AG,3306,14,6098,mysql,FALSE,database,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
AU,3306,216080,1207909,mysql,FALSE,database,36,Australia,Oceania,Australia and New Zealand,AUS,36,193,AUS,Oceania
GB,3306,247920,2970971,mysql,FALSE,database,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
SA,3306,7991,1030561,mysql,FALSE,database,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
SN,3306,53,7162,mysql,FALSE,database,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
RO,3306,43328,605821,mysql,FALSE,database,642,Romania,Europe,Eastern Europe,ROU,642,968,ROM,Europe
IE,3306,18894,836267,mysql,FALSE,database,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
MD,3306,1640,100117,mysql,FALSE,database,498,Republic of Moldova,Europe,Eastern Europe,MDA,498,921,MDA,Europe
KZ,3306,1642,230749,mysql,FALSE,database,398,Kazakhstan,Asia,Central Asia,KAZ,398,916,KAZ,Asia
VG,3306,2754,11843,mysql,FALSE,database,92,British Virgin Islands,Latin America and the Caribbean,Caribbean,VGB,92,NA,VGB,Americas
BS,3306,245,8019,mysql,FALSE,database,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
KG,3306,182,8565,mysql,FALSE,database,417,Kyrgyzstan,Asia,Central Asia,KGZ,417,917,KGZ,Asia
CF,3306,2,180,mysql,FALSE,database,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
VE,3306,2909,1357986,mysql,FALSE,database,862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,VEN,862,299,VEN,Americas
DO,3306,70681,332251,mysql,FALSE,database,214,Dominican Republic,Latin America and the Caribbean,Caribbean,DOM,214,243,DOM,Americas
GM,3306,43,1506,mysql,FALSE,database,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
CU,3306,146,13032,mysql,FALSE,database,192,Cuba,Latin America and the Caribbean,Caribbean,CUB,192,928,CUB,Americas
MM,3306,33,1756,mysql,FALSE,database,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
SM,3306,37,2314,mysql,FALSE,database,674,San Marino,Europe,Southern Europe,SMR,674,135,SMR,Europe
TO,3306,26,375,mysql,FALSE,database,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
AW,3306,15,2457,mysql,FALSE,database,533,Aruba,Latin America and the Caribbean,Caribbean,ABW,533,314,ABW,Americas
US,3389,4044271,41110769,rdp,FALSE,gui-admin,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
GB,3389,228824,2970971,rdp,FALSE,gui-admin,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
SA,3389,15268,1030561,rdp,FALSE,gui-admin,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
EU,3389,4569,568221,rdp,FALSE,gui-admin,NA,NA,NA,NA,NA,NA,NA,NA,NA
MU,3389,1077,16806,rdp,FALSE,gui-admin,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
MZ,3389,1114,7147,rdp,FALSE,gui-admin,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
PG,3389,197,2868,rdp,FALSE,gui-admin,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
MQ,3389,530,5046,rdp,FALSE,gui-admin,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
GP,3389,624,7055,rdp,FALSE,gui-admin,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
GF,3389,167,2281,rdp,FALSE,gui-admin,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
VE,3389,12163,1357986,rdp,FALSE,gui-admin,862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,VEN,862,299,VEN,Americas
GM,3389,80,1506,rdp,FALSE,gui-admin,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
VU,3389,65,965,rdp,FALSE,gui-admin,548,Vanuatu,Oceania,Melanesia,VUT,548,846,VUT,Oceania
NC,3389,525,13830,rdp,FALSE,gui-admin,540,New Caledonia,Oceania,Melanesia,NCL,540,839,NCL,Oceania
HN,3389,1240,28404,rdp,FALSE,gui-admin,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
NR,3389,11,191,rdp,FALSE,gui-admin,520,Nauru,Oceania,Micronesia,NRU,520,836,NRU,Oceania
MO,443,6745,34345,web,TRUE,web,446,"China, Macao Special Administrative Region",Asia,Eastern Asia,MAC,446,546,MAC,Asia
BT,443,526,1565,web,TRUE,web,64,Bhutan,Asia,Southern Asia,BTN,64,514,BTN,Asia
VC,443,395,5070,web,TRUE,web,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
SV,443,10928,300921,web,TRUE,web,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
PT,443,63524,219575,web,TRUE,web,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
EG,443,22137,1095962,web,TRUE,web,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
CL,443,48628,217299,web,TRUE,web,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
CW,443,7331,14340,web,TRUE,web,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
PS,443,3895,55383,web,TRUE,web,275,State of Palestine,Asia,Western Asia,PSE,275,487,WBG,Asia
CN,465,338515,9270494,smtp,TRUE,mail,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
VN,465,15043,811897,smtp,TRUE,mail,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
NZ,465,12579,499611,smtp,TRUE,mail,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
FR,465,217586,2358135,smtp,TRUE,mail,250,France,Europe,Western Europe,FRA,250,132,FRA,Europe
UA,465,19195,649048,smtp,TRUE,mail,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
A1,465,2088,8120,smtp,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR,465,31511,3673992,smtp,TRUE,mail,76,Brazil,Latin America and the Caribbean,South America,BRA,76,223,BRA,Americas
PG,465,176,2868,smtp,TRUE,mail,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
MO,465,974,34345,smtp,TRUE,mail,446,"China, Macao Special Administrative Region",Asia,Eastern Asia,MAC,446,546,MAC,Asia
SR,465,31,13790,smtp,TRUE,mail,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
YE,465,119,7656,smtp,TRUE,mail,887,Yemen,Asia,Western Asia,YEM,887,474,YEM,Asia
ET,465,24,1017,smtp,TRUE,mail,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
AG,465,16,6098,smtp,TRUE,mail,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
LC,465,11,2512,smtp,TRUE,mail,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
GU,465,30,18699,smtp,TRUE,mail,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
PM,465,1,282,smtp,TRUE,mail,666,Saint Pierre and Miquelon,Latin America and the Caribbean,Northern America,SPM,666,363,SPM,Americas
PR,53,3174,66070,dns,FALSE,dns,630,Puerto Rico,Latin America and the Caribbean,Caribbean,PRI,630,NA,PRI,Americas
KR,53,326388,5655032,dns,FALSE,dns,410,Republic of Korea,Asia,Eastern Asia,KOR,410,542,KOR,Asia
LT,53,31338,136159,dns,FALSE,dns,440,Lithuania,Europe,Northern Europe,LTU,440,946,LTU,Europe
GI,53,2022,5296,dns,FALSE,dns,292,Gibraltar,Europe,Southern Europe,GIB,292,823,GIB,Europe
AT,53,18914,365764,dns,FALSE,dns,40,Austria,Europe,Western Europe,AUT,40,122,AUT,Europe
IR,53,72044,2087137,dns,FALSE,dns,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
MO,53,2439,34345,dns,FALSE,dns,446,"China, Macao Special Administrative Region",Asia,Eastern Asia,MAC,446,546,MAC,Asia
TZ,53,1924,11518,dns,FALSE,dns,834,United Republic of Tanzania,Africa,Eastern Africa,TZA,834,738,TZA,Africa
MA,53,15707,100849,dns,FALSE,dns,504,Morocco,Africa,Northern Africa,MAR,504,686,MAR,Africa
BM,53,152,5103,dns,FALSE,dns,60,Bermuda,Latin America and the Caribbean,Northern America,BMU,60,319,BMU,Americas
LI,53,147,3884,dns,FALSE,dns,438,Liechtenstein,Europe,Western Europe,LIE,438,NA,LIE,Europe
BJ,53,158,1549,dns,FALSE,dns,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
BF,53,120,1263,dns,FALSE,dns,854,Burkina Faso,Africa,Western Africa,BFA,854,748,BFA,Africa
MQ,53,69,5046,dns,FALSE,dns,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
LC,53,49,2512,dns,FALSE,dns,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
SA,587,8551,1030561,smtp-sub,FALSE,mail,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
IT,587,27119,2337777,smtp-sub,FALSE,mail,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
HU,587,9816,319720,smtp-sub,FALSE,mail,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
TJ,587,1539,6145,smtp-sub,FALSE,mail,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
IQ,587,259,52432,smtp-sub,FALSE,mail,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
MU,587,394,16806,smtp-sub,FALSE,mail,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
MZ,587,654,7147,smtp-sub,FALSE,mail,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
SN,587,47,7162,smtp-sub,FALSE,mail,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
QA,587,9147,40574,smtp-sub,FALSE,mail,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
WS,587,293,1317,smtp-sub,FALSE,mail,882,Samoa,Oceania,Polynesia,WSM,882,862,WSM,Oceania
BF,587,34,1263,smtp-sub,FALSE,mail,854,Burkina Faso,Africa,Western Africa,BFA,854,748,BFA,Africa
TO,587,31,375,smtp-sub,FALSE,mail,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
SR,587,60,13790,smtp-sub,FALSE,mail,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
GF,587,8,2281,smtp-sub,FALSE,mail,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
LC,8080,95,2512,web-alt,FALSE,web,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
SG,8080,40385,602239,web-alt,FALSE,web,702,Singapore,Asia,South-Eastern Asia,SGP,702,576,SGP,Asia
VN,8080,75583,811897,web-alt,FALSE,web,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
SA,8080,820966,1030561,web-alt,FALSE,web,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
DO,8080,86132,332251,web-alt,FALSE,web,214,Dominican Republic,Latin America and the Caribbean,Caribbean,DOM,214,243,DOM,Americas
KY,8080,260,5156,web-alt,FALSE,web,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
ET,8080,78,1017,web-alt,FALSE,web,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
MC,8080,214,2810,web-alt,FALSE,web,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
TG,8080,48,1301,web-alt,FALSE,web,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
BJ,8080,380,1549,web-alt,FALSE,web,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
LK,8080,1209,125122,web-alt,FALSE,web,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
TD,8080,133,384,web-alt,FALSE,web,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
EC,8080,12039,258707,web-alt,FALSE,web,218,Ecuador,Latin America and the Caribbean,South America,ECU,218,248,ECU,Americas
VC,8080,96,5070,web-alt,FALSE,web,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
CG,8080,1700,32645,web-alt,FALSE,web,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
DJ,8080,19,562,web-alt,FALSE,web,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
MH,8080,40,1318,web-alt,FALSE,web,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
TO,8080,48,375,web-alt,FALSE,web,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
TW,8081,29438,2212144,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN,8081,6419,811897,web-alt,FALSE,web,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
SA,8081,857248,1030561,web-alt,FALSE,web,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
NO,8081,12799,383932,web-alt,FALSE,web,578,Norway,Europe,Northern Europe,NOR,578,142,NOR,Europe
NA,8081,283,7895,web-alt,FALSE,web,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,8081,283,7895,web-alt,FALSE,web,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,8081,283,7895,web-alt,FALSE,web,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
NG,8081,22315,65815,web-alt,FALSE,web,566,Nigeria,Africa,Western Africa,NGA,566,694,NGA,Africa
MU,8081,346,16806,web-alt,FALSE,web,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
ZM,8081,45,18158,web-alt,FALSE,web,894,Zambia,Africa,Eastern Africa,ZMB,894,754,ZMB,Africa
GN,8081,41,906,web-alt,FALSE,web,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
AR,8081,16339,623661,web-alt,FALSE,web,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
UZ,8081,2090,91807,web-alt,FALSE,web,860,Uzbekistan,Asia,Central Asia,UZB,860,927,UZB,Asia
TZ,8081,441,11518,web-alt,FALSE,web,834,United Republic of Tanzania,Africa,Eastern Africa,TZA,834,738,TZA,Africa
PA,8081,745,137097,web-alt,FALSE,web,591,Panama,Latin America and the Caribbean,Central America,PAN,591,283,PAN,Americas
BO,8081,387,126542,web-alt,FALSE,web,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
FJ,8081,196,4690,web-alt,FALSE,web,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
VC,8081,25,5070,web-alt,FALSE,web,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
BF,8081,27,1263,web-alt,FALSE,web,854,Burkina Faso,Africa,Western Africa,BFA,854,748,BFA,Africa
GG,8081,33,2653,web-alt,FALSE,web,831,Guernsey,Europe,Northern Europe,GGY,831,NA,GGY,Europe
DM,8081,22,1433,web-alt,FALSE,web,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
KN,8081,13,2903,web-alt,FALSE,web,659,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,KNA,659,361,KNA,Americas
JP,8443,161529,3159751,web-alt,TRUE,web,392,Japan,Asia,Eastern Asia,JPN,392,158,JPN,Asia
NZ,8443,15722,499611,web-alt,TRUE,web,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
IR,8443,6092,2087137,web-alt,TRUE,web,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
AE,8443,1657,1344393,web-alt,TRUE,web,784,United Arab Emirates,Asia,Western Asia,ARE,784,466,ARE,Asia
PH,8443,2530,146294,web-alt,TRUE,web,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
GH,8443,272,11785,web-alt,TRUE,web,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
UZ,8443,155,91807,web-alt,TRUE,web,860,Uzbekistan,Asia,Central Asia,UZB,860,927,UZB,Asia
MC,8443,68,2810,web-alt,TRUE,web,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
NA,8443,115,7895,web-alt,TRUE,web,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,8443,115,7895,web-alt,TRUE,web,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,8443,115,7895,web-alt,TRUE,web,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
FO,8443,30,1148,web-alt,TRUE,web,234,Faeroe Islands,Europe,Northern Europe,FRO,234,816,FRO,Europe
VI,8443,49,3973,web-alt,TRUE,web,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
DJ,8443,4,562,web-alt,TRUE,web,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
AD,8443,81,4775,web-alt,TRUE,web,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
CC,8443,1,123,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN,990,654,811897,ftps,TRUE,file-transfer,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
PL,990,141248,1461490,ftps,TRUE,file-transfer,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
GR,990,1022,200333,ftps,TRUE,file-transfer,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
MT,990,149,15882,ftps,TRUE,file-transfer,470,Malta,Europe,Southern Europe,MLT,470,181,MLT,Europe
KE,990,759,25704,ftps,TRUE,file-transfer,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
HR,990,124,77249,ftps,TRUE,file-transfer,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
PK,990,710,213305,ftps,TRUE,file-transfer,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
SY,990,15,121688,ftps,TRUE,file-transfer,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
DO,990,70528,332251,ftps,TRUE,file-transfer,214,Dominican Republic,Latin America and the Caribbean,Caribbean,DOM,214,243,DOM,Americas
MN,990,26,8486,ftps,TRUE,file-transfer,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
KY,990,13,5156,ftps,TRUE,file-transfer,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
HT,990,7,6761,ftps,TRUE,file-transfer,332,Haiti,Latin America and the Caribbean,Caribbean,HTI,332,263,HTI,Americas
GF,990,2,2281,ftps,TRUE,file-transfer,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
KI,990,2,197,ftps,TRUE,file-transfer,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
ID,995,15492,329705,pop3,TRUE,mail,360,Indonesia,Asia,South-Eastern Asia,IDN,360,536,IDN,Asia
IT,995,30053,2337777,pop3,TRUE,mail,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
AT,995,9059,365764,pop3,TRUE,mail,40,Austria,Europe,Western Europe,AUT,40,122,AUT,Europe
LK,995,497,125122,pop3,TRUE,mail,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
DZ,995,1500,40341,pop3,TRUE,mail,12,Algeria,Africa,Northern Africa,DZA,12,612,DZA,Africa
TN,995,250,104364,pop3,TRUE,mail,788,Tunisia,Africa,Northern Africa,TUN,788,744,TUN,Africa
MA,995,981,100849,pop3,TRUE,mail,504,Morocco,Africa,Northern Africa,MAR,504,686,MAR,Africa
NP,995,427,29262,pop3,TRUE,mail,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
WS,995,303,1317,pop3,TRUE,mail,882,Samoa,Oceania,Polynesia,WSM,882,862,WSM,Oceania
A1,995,2025,8120,pop3,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
MP,995,15,724,pop3,TRUE,mail,580,Northern Mariana Islands,Oceania,Micronesia,MNP,580,NA,MNP,Oceania
