iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
FJ,5900,49,4690,vnc,FALSE,gui-admin,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
NA,5900,62,7895,vnc,FALSE,gui-admin,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,5900,62,7895,vnc,FALSE,gui-admin,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,5900,62,7895,vnc,FALSE,gui-admin,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
CX,5900,2,122,vnc,FALSE,gui-admin,NA,NA,NA,NA,NA,NA,NA,NA,NA
GM,5900,3,1506,vnc,FALSE,gui-admin,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
YT,5900,4,324,vnc,FALSE,gui-admin,175,Mayotte,Africa,Eastern Africa,MYT,175,NA,MYT,Africa
CN,9100,328782,9270494,jetdirect,FALSE,printer,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
GR,9100,2237,200333,jetdirect,FALSE,printer,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
EE,9100,413,66660,jetdirect,FALSE,printer,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
BA,9100,116,54817,jetdirect,FALSE,printer,70,Bosnia and Herzegovina,Europe,Southern Europe,BIH,70,963,BIH,Europe
IQ,9100,99,52432,jetdirect,FALSE,printer,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
ZM,9100,30,18158,jetdirect,FALSE,printer,894,Zambia,Africa,Eastern Africa,ZMB,894,754,ZMB,Africa
VG,9100,9,11843,jetdirect,FALSE,printer,92,British Virgin Islands,Latin America and the Caribbean,Caribbean,VGB,92,NA,VGB,Americas
LB,9100,339,77217,jetdirect,FALSE,printer,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
SM,9100,18,2314,jetdirect,FALSE,printer,674,San Marino,Europe,Southern Europe,SMR,674,135,SMR,Europe
SN,9100,2,7162,jetdirect,FALSE,printer,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
HN,9100,47,28404,jetdirect,FALSE,printer,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
TO,9100,2,375,jetdirect,FALSE,printer,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
CX,9100,1,122,jetdirect,FALSE,printer,NA,NA,NA,NA,NA,NA,NA,NA,NA
IN,993,33768,1895340,imap,TRUE,mail,356,India,Asia,Southern Asia,IND,356,534,IND,Asia
PH,993,2441,146294,imap,TRUE,mail,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
IM,993,368,6513,imap,TRUE,mail,833,Isle of Man,Europe,Northern Europe,IMN,833,NA,IMY,Europe
ZW,993,221,10353,imap,TRUE,mail,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
TN,993,207,104364,imap,TRUE,mail,788,Tunisia,Africa,Northern Africa,TUN,788,744,TUN,Africa
MN,993,291,8486,imap,TRUE,mail,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
FJ,993,42,4690,imap,TRUE,mail,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
BS,993,240,8019,imap,TRUE,mail,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
BZ,993,497,15786,imap,TRUE,mail,84,Belize,Latin America and the Caribbean,Central America,BLZ,84,339,BLZ,Americas
GG,993,18,2653,imap,TRUE,mail,831,Guernsey,Europe,Northern Europe,GGY,831,NA,GGY,Europe
BO,993,353,126542,imap,TRUE,mail,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
JE,993,33,4744,imap,TRUE,mail,832,Jersey,Europe,Northern Europe,JEY,832,NA,JEY,Europe
LA,993,57,5704,imap,TRUE,mail,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
AX,993,26,4771,imap,TRUE,mail,248,Åland Islands,Europe,Northern Europe,ALA,248,NA,ALA,Europe
MF,993,6,284,imap,TRUE,mail,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
GU,993,40,18699,imap,TRUE,mail,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
AP,993,41,12550,imap,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM,993,20,591,imap,TRUE,mail,795,Turkmenistan,Asia,Central Asia,TKM,795,925,TKM,Asia
NR,993,2,191,imap,TRUE,mail,520,Nauru,Oceania,Micronesia,NRU,520,836,NRU,Oceania
GW,993,2,255,imap,TRUE,mail,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
AW,993,10,2457,imap,TRUE,mail,533,Aruba,Latin America and the Caribbean,Caribbean,ABW,533,314,ABW,Americas
SX,110,15,2494,pop3,FALSE,mail,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
NE,5000,2,938,upnp,FALSE,upnp,562,Niger,Africa,Western Africa,NER,562,692,NER,Africa
DM,5900,7,1433,vnc,FALSE,gui-admin,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
CF,8443,2,180,web-alt,TRUE,web,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
PG,9100,7,2868,jetdirect,FALSE,printer,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
AQ,25,3,20,smtp,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
BL,443,9,13,web,TRUE,web,652,Saint-Barthélemy,Latin America and the Caribbean,Caribbean,BLM,652,NA,BLM,Americas
VA,445,2,256,smb,FALSE,microsoft,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
BQ,53,15,5441,dns,FALSE,dns,535,"Bonaire, Sint Eustatius and Saba",Latin America and the Caribbean,Caribbean,BES,535,NA,NA,Americas
TV,5900,3,168,vnc,FALSE,gui-admin,798,Tuvalu,Oceania,Polynesia,TUV,798,NA,TUV,Oceania
CF,5900,1,180,vnc,FALSE,gui-admin,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
WF,5900,2,637,vnc,FALSE,gui-admin,876,Wallis and Futuna Islands,Oceania,Polynesia,WLF,876,NA,WLF,Oceania
SO,9100,1,834,jetdirect,FALSE,printer,706,Somalia,Africa,Eastern Africa,SOM,706,726,SOM,Africa
TV,143,2,168,imap,FALSE,mail,798,Tuvalu,Oceania,Polynesia,TUV,798,NA,TUV,Oceania
FK,53,5,1418,dns,FALSE,dns,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
MS,9100,1,292,jetdirect,FALSE,printer,500,Montserrat,Latin America and the Caribbean,Caribbean,MSR,500,351,MSR,Americas
GW,9100,1,255,jetdirect,FALSE,printer,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
NR,111,2,191,rpc,FALSE,rpc,520,Nauru,Oceania,Micronesia,NRU,520,836,NRU,Oceania
AI,111,9,763,rpc,FALSE,rpc,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
SB,139,8,671,netbios,FALSE,microsoft,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
TD,25,3,384,smtp,FALSE,mail,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
MF,3306,2,284,mysql,FALSE,database,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
GY,465,8,2826,smtp,TRUE,mail,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
TV,8443,2,168,web-alt,TRUE,web,798,Tuvalu,Oceania,Polynesia,TUV,798,NA,TUV,Oceania
VG,990,13,11843,ftps,TRUE,file-transfer,92,British Virgin Islands,Latin America and the Caribbean,Caribbean,VGB,92,NA,VGB,Americas
BT,990,1,1565,ftps,TRUE,file-transfer,64,Bhutan,Asia,Southern Asia,BTN,64,514,BTN,Asia
SD,990,2,5486,ftps,TRUE,file-transfer,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
GD,990,2,4281,ftps,TRUE,file-transfer,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
GW,995,3,255,pop3,TRUE,mail,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
BI,995,17,715,pop3,TRUE,mail,108,Burundi,Africa,Eastern Africa,BDI,108,618,BDI,Africa
MF,995,5,284,pop3,TRUE,mail,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
HK,8888,95500,972180,web-alt,FALSE,web,344,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,HKG,344,532,HKG,Asia
PL,8888,14934,1461490,web-alt,FALSE,web,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
FI,8888,1218,230381,web-alt,FALSE,web,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
SK,8888,2210,130480,web-alt,FALSE,web,703,Slovakia,Europe,Eastern Europe,SVK,703,936,SVK,Europe
TN,8888,130,104364,web-alt,FALSE,web,788,Tunisia,Africa,Northern Africa,TUN,788,744,TUN,Africa
CD,8888,82,1931,web-alt,FALSE,web,180,Democratic Republic of the Congo,Africa,Middle Africa,COD,180,636,ZAR,Africa
SC,8888,322,7719,web-alt,FALSE,web,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
GP,8888,292,7055,web-alt,FALSE,web,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
EE,8888,4426,66660,web-alt,FALSE,web,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
KW,8888,317,454033,web-alt,FALSE,web,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
SB,8888,2,671,web-alt,FALSE,web,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
PW,8888,6,368,web-alt,FALSE,web,585,Palau,Oceania,Micronesia,PLW,585,565,PLW,Oceania
VU,8888,8,965,web-alt,FALSE,web,548,Vanuatu,Oceania,Melanesia,VUT,548,846,VUT,Oceania
MW,8888,17,3705,web-alt,FALSE,web,454,Malawi,Africa,Eastern Africa,MWI,454,676,MWI,Africa
GM,8888,13,1506,web-alt,FALSE,web,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
BI,8888,6,715,web-alt,FALSE,web,108,Burundi,Africa,Eastern Africa,BDI,108,618,BDI,Africa
AD,8888,21,4775,web-alt,FALSE,web,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
AG,8888,10,6098,web-alt,FALSE,web,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
IM,8888,265,6513,web-alt,FALSE,web,833,Isle of Man,Europe,Northern Europe,IMN,833,NA,IMY,Europe
KN,8888,5,2903,web-alt,FALSE,web,659,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,KNA,659,361,KNA,Americas
VI,8888,19,3973,web-alt,FALSE,web,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
PM,995,2,282,pop3,TRUE,mail,666,Saint Pierre and Miquelon,Latin America and the Caribbean,Northern America,SPM,666,363,SPM,Americas
PN,139,1,125,netbios,FALSE,microsoft,612,Pitcairn,Oceania,Polynesia,PCN,612,NA,PCN,Oceania
PK,1433,2077,213305,mssql,FALSE,database,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
KE,1433,1015,25704,mssql,FALSE,database,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
GI,1433,160,5296,mssql,FALSE,database,292,Gibraltar,Europe,Southern Europe,GIB,292,823,GIB,Europe
LU,1433,150,41602,mssql,FALSE,database,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
DK,1433,5008,341639,mssql,FALSE,database,208,Denmark,Europe,Northern Europe,DNK,208,128,DNK,Europe
MU,1433,280,16806,mssql,FALSE,database,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
CM,1433,27,7688,mssql,FALSE,database,120,Cameroon,Africa,Middle Africa,CMR,120,622,CMR,Africa
MK,1433,851,31532,mssql,FALSE,database,807,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,MKD,807,962,MKD,Europe
JM,1433,96,25967,mssql,FALSE,database,388,Jamaica,Latin America and the Caribbean,Caribbean,JAM,388,343,JAM,Americas
MN,1433,266,8486,mssql,FALSE,database,496,Mongolia,Asia,Eastern Asia,MNG,496,948,MNG,Asia
PE,1433,5187,146332,mssql,FALSE,database,604,Peru,Latin America and the Caribbean,South America,PER,604,293,PER,Americas
TT,1433,51,49537,mssql,FALSE,database,780,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,TTO,780,369,TTO,Americas
DJ,1433,7,562,mssql,FALSE,database,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
MH,1433,4,1318,mssql,FALSE,database,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
CV,3306,9,1218,mysql,FALSE,database,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
LR,465,8,512,smtp,TRUE,mail,430,Liberia,Africa,Western Africa,LBR,430,668,LBR,Africa
DM,8443,3,1433,web-alt,TRUE,web,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
MS,110,4,292,pop3,FALSE,mail,500,Montserrat,Latin America and the Caribbean,Caribbean,MSR,500,351,MSR,Americas
CC,139,1,123,netbios,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
YT,1433,2,324,mssql,FALSE,database,175,Mayotte,Africa,Eastern Africa,MYT,175,NA,MYT,Africa
IT,389,8688,2337777,ldap,FALSE,ldap,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
BF,389,15,1263,ldap,FALSE,ldap,854,Burkina Faso,Africa,Western Africa,BFA,854,748,BFA,Africa
MV,389,210,7456,ldap,FALSE,ldap,462,Maldives,Asia,Southern Asia,MDV,462,556,MDV,Asia
WS,389,285,1317,ldap,FALSE,ldap,882,Samoa,Oceania,Polynesia,WSM,882,862,WSM,Oceania
A1,389,89,8120,ldap,FALSE,ldap,NA,NA,NA,NA,NA,NA,NA,NA,NA
BS,389,156,8019,ldap,FALSE,ldap,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
AR,389,7875,623661,ldap,FALSE,ldap,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
GT,389,284,277896,ldap,FALSE,ldap,320,Guatemala,Latin America and the Caribbean,Central America,GTM,320,258,GTM,Americas
GM,389,12,1506,ldap,FALSE,ldap,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
KH,389,98,24396,ldap,FALSE,ldap,116,Cambodia,Asia,South-Eastern Asia,KHM,116,522,KHM,Asia
SV,389,132,300921,ldap,FALSE,ldap,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
SD,389,25,5486,ldap,FALSE,ldap,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
MG,389,46,8192,ldap,FALSE,ldap,450,Madagascar,Africa,Eastern Africa,MDG,450,674,MDG,Africa
CV,389,9,1218,ldap,FALSE,ldap,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
MS,8888,1,292,web-alt,FALSE,web,500,Montserrat,Latin America and the Caribbean,Caribbean,MSR,500,351,MSR,Americas
ER,990,1,272,ftps,TRUE,file-transfer,232,Eritrea,Africa,Eastern Africa,ERI,232,643,ERI,Africa
CX,990,1,122,ftps,TRUE,file-transfer,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJ,111,1,123,rpc,FALSE,rpc,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
VA,1433,1,256,mssql,FALSE,database,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
CX,389,1,122,ldap,FALSE,ldap,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJ,389,1,123,ldap,FALSE,ldap,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
TM,389,4,591,ldap,FALSE,ldap,795,Turkmenistan,Asia,Central Asia,TKM,795,925,TKM,Asia
NU,993,2,133,imap,TRUE,mail,570,Niue,Oceania,Polynesia,NIU,570,NA,NIU,Oceania
NF,111,1,125,rpc,FALSE,rpc,574,Norfolk Island,Oceania,Australia and New Zealand,NFK,574,NA,NFK,Oceania
AP,389,4,12550,ldap,FALSE,ldap,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,993,1,125,imap,TRUE,mail,574,Norfolk Island,Oceania,Australia and New Zealand,NFK,574,NA,NFK,Oceania
PN,22,1,125,ssh,TRUE,shell,612,Pitcairn,Oceania,Polynesia,PCN,612,NA,PCN,Oceania
WF,3306,1,637,mysql,FALSE,database,876,Wallis and Futuna Islands,Oceania,Polynesia,WLF,876,NA,WLF,Oceania
SJ,993,1,123,imap,TRUE,mail,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
VA,135,1,256,dce,FALSE,microsoft,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
TH,80,331049,1475645,web,FALSE,web,764,Thailand,Asia,South-Eastern Asia,THA,764,578,THA,Asia
MY,80,24469,226639,web,FALSE,web,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
HN,80,141,28404,web,FALSE,web,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
BB,80,1721,5390,web,FALSE,web,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
VI,80,441,3973,web,FALSE,web,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
GN,80,1,906,web,FALSE,web,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
BJ,80,63,1549,web,FALSE,web,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
BL,9100,1,13,jetdirect,FALSE,printer,652,Saint-Barthélemy,Latin America and the Caribbean,Caribbean,BLM,652,NA,BLM,Americas
ID,111,10398,329705,rpc,FALSE,rpc,360,Indonesia,Asia,South-Eastern Asia,IDN,360,536,IDN,Asia
TR,111,34191,1272877,rpc,FALSE,rpc,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
PT,111,2233,219575,rpc,FALSE,rpc,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
AE,111,667,1344393,rpc,FALSE,rpc,784,United Arab Emirates,Asia,Western Asia,ARE,784,466,ARE,Asia
AZ,111,1169,31527,rpc,FALSE,rpc,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
TJ,111,1948,6145,rpc,FALSE,rpc,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
AL,111,456,21462,rpc,FALSE,rpc,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
AR,111,11543,623661,rpc,FALSE,rpc,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
KW,111,231,454033,rpc,FALSE,rpc,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
MD,111,1230,100117,rpc,FALSE,rpc,498,Republic of Moldova,Europe,Eastern Europe,MDA,498,921,MDA,Europe
%,111,43,3610,rpc,FALSE,rpc,NA,NA,NA,NA,NA,NA,NA,NA,NA
GP,111,46,7055,rpc,FALSE,rpc,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
NI,111,152,21281,rpc,FALSE,rpc,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
BI,111,24,715,rpc,FALSE,rpc,108,Burundi,Africa,Eastern Africa,BDI,108,618,BDI,Africa
JP,139,121387,3159751,netbios,FALSE,microsoft,392,Japan,Asia,Eastern Asia,JPN,392,158,JPN,Asia
TW,139,60940,2212144,netbios,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK,139,8119,341639,netbios,FALSE,microsoft,208,Denmark,Europe,Northern Europe,DNK,208,128,DNK,Europe
IR,139,11860,2087137,netbios,FALSE,microsoft,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
IT,139,87102,2337777,netbios,FALSE,microsoft,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
BE,139,258597,691567,netbios,FALSE,microsoft,56,Belgium,Europe,Western Europe,BEL,56,124,BEL,Europe
SK,139,3081,130480,netbios,FALSE,microsoft,703,Slovakia,Europe,Eastern Europe,SVK,703,936,SVK,Europe
PT,139,4931,219575,netbios,FALSE,microsoft,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
PS,139,810,55383,netbios,FALSE,microsoft,275,State of Palestine,Asia,Western Asia,PSE,275,487,WBG,Asia
RO,139,7648,605821,netbios,FALSE,microsoft,642,Romania,Europe,Eastern Europe,ROU,642,968,ROM,Europe
AO,139,716,14032,netbios,FALSE,microsoft,24,Angola,Africa,Middle Africa,AGO,24,614,AGO,Africa
SZ,139,66,1366,netbios,FALSE,microsoft,748,Swaziland,Africa,Southern Africa,SWZ,748,734,SWZ,Africa
ZM,139,173,18158,netbios,FALSE,microsoft,894,Zambia,Africa,Eastern Africa,ZMB,894,754,ZMB,Africa
MZ,139,221,7147,netbios,FALSE,microsoft,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
FM,139,87,2206,netbios,FALSE,microsoft,583,Micronesia (Federated States of),Oceania,Micronesia,FSM,583,868,FSM,Oceania
SV,139,463,300921,netbios,FALSE,microsoft,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
MM,139,59,1756,netbios,FALSE,microsoft,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
AG,139,227,6098,netbios,FALSE,microsoft,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
IE,143,8101,836267,imap,FALSE,mail,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
SV,143,313,300921,imap,FALSE,mail,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
MZ,143,771,7147,imap,FALSE,mail,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
NP,143,501,29262,imap,FALSE,mail,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
BH,143,79,50600,imap,FALSE,mail,48,Bahrain,Asia,Western Asia,BHR,48,419,BHR,Asia
CO,143,6309,1524809,imap,FALSE,mail,170,Colombia,Latin America and the Caribbean,South America,COL,170,233,COL,Americas
UY,143,685,42363,imap,FALSE,mail,858,Uruguay,Latin America and the Caribbean,South America,URY,858,298,URY,Americas
RW,143,30,3171,imap,FALSE,mail,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
AG,143,28,6098,imap,FALSE,mail,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
KM,143,3,225,imap,FALSE,mail,174,Comoros,Africa,Eastern Africa,COM,174,632,COM,Africa
DJ,143,11,562,imap,FALSE,mail,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
IQ,21,4337,52432,ftp,FALSE,file-transfer,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
IR,21,126267,2087137,ftp,FALSE,file-transfer,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
FI,21,35949,230381,ftp,FALSE,file-transfer,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
SI,21,10071,86212,ftp,FALSE,file-transfer,705,Slovenia,Europe,Southern Europe,SVN,705,961,SVN,Europe
EE,21,20199,66660,ftp,FALSE,file-transfer,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
KW,21,15543,454033,ftp,FALSE,file-transfer,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
HR,21,9295,77249,ftp,FALSE,file-transfer,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
SD,21,917,5486,ftp,FALSE,file-transfer,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
BS,21,1165,8019,ftp,FALSE,file-transfer,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
TN,21,23903,104364,ftp,FALSE,file-transfer,788,Tunisia,Africa,Northern Africa,TUN,788,744,TUN,Africa
BW,21,584,6254,ftp,FALSE,file-transfer,72,Botswana,Africa,Southern Africa,BWA,72,616,BWA,Africa
GH,21,1268,11785,ftp,FALSE,file-transfer,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
BF,21,180,1263,ftp,FALSE,file-transfer,854,Burkina Faso,Africa,Western Africa,BFA,854,748,BFA,Africa
CI,21,360,13455,ftp,FALSE,file-transfer,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
DM,21,420,1433,ftp,FALSE,file-transfer,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
KY,21,358,5156,ftp,FALSE,file-transfer,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
CN,22,1717366,9270494,ssh,TRUE,shell,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
HK,22,212543,972180,ssh,TRUE,shell,344,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,HKG,344,532,HKG,Asia
IT,22,251781,2337777,ssh,TRUE,shell,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
PS,22,3129,55383,ssh,TRUE,shell,275,State of Palestine,Asia,Western Asia,PSE,275,487,WBG,Asia
BG,22,84626,357654,ssh,TRUE,shell,100,Bulgaria,Europe,Eastern Europe,BGR,100,918,BGR,Europe
AR,22,88984,623661,ssh,TRUE,shell,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
GA,22,1529,6645,ssh,TRUE,shell,266,Gabon,Africa,Middle Africa,GAB,266,646,GAB,Africa
TJ,22,3526,6145,ssh,TRUE,shell,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
MA,22,10222,100849,ssh,TRUE,shell,504,Morocco,Africa,Northern Africa,MAR,504,686,MAR,Africa
UG,22,1968,5677,ssh,TRUE,shell,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
NG,22,7636,65815,ssh,TRUE,shell,566,Nigeria,Africa,Western Africa,NGA,566,694,NGA,Africa
SC,22,1694,7719,ssh,TRUE,shell,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
TN,22,19537,104364,ssh,TRUE,shell,788,Tunisia,Africa,Northern Africa,TUN,788,744,TUN,Africa
LY,22,1968,15429,ssh,TRUE,shell,434,Libya,Africa,Northern Africa,LBY,434,672,LBY,Africa
MC,22,525,2810,ssh,TRUE,shell,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
CW,22,6975,14340,ssh,TRUE,shell,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
ET,22,189,1017,ssh,TRUE,shell,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
AP,22,353,12550,ssh,TRUE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA
CR,22,26154,132639,ssh,TRUE,shell,188,Costa Rica,Latin America and the Caribbean,Central America,CRI,188,238,CRI,Americas
